param_decisiontreeclassifier__max_depth,mean_val_score,std_val_score,mean_train_score,std_train_score,se_val_score,se_train_score
6,0.900477881093991,0.0052842720917457104,0.9021873414286627,0.0013717163596831037,0.0009647716748813781,0.00025043999756576863
9,0.929111802318326,0.0038105355992040105,0.9328721602457722,0.0006613059063788412,0.000695705434620167,0.00012073738744503028
12,0.9421959193073655,0.003514757323869617,0.952538260235161,0.00047058620679445254,0.0006417039568132934,8.591689357070417e-05
15,0.9439276434973959,0.004026105344115433,0.9680348854154438,0.0007302835895534752,0.0007350629052880406,0.0001333309317914275
18,0.9430451412356728,0.004324306675900044,0.9800884299211055,0.0011026656043492916,0.0007895067706535453,0.0002013182749623912
21,0.9400589151732884,0.0036992474162252345,0.9895357401102699,0.0012428872059243666,0.0006753870852197544,0.00022691911970644803
24,0.938181123955715,0.004193032828565651,0.995196734860137,0.001117986458799926,0.0007655395548550331,0.00020411546749001317
